,# NAME,Metodo,No de planetas,Periodo (dias),Semi eje (ua),Excen,inclination,mass (Mjup),B5,Radio tierra,Radio (Rjup),B7,Densidad pl gr/cm^3,A├▒o,Teff,Masa estr (Msol),Radio (Rsol),Tipo espectral,Densidad estr (gr/cm^3),Metalicidad,Raz├│n de metalicidad,Edad (gyr),Unnamed: 25
1936,KEPLER-197 B,Primary Transit,,5.599293,0.06,0.02,,,,,0.09492,,,2014,6004,,1.12,,,-0.533,,,
1937,KEPLER-197 C,Primary Transit,,10.349711,0.09,0.08,,0.017,,,0.1078,,,2014,6004,,1.12,,,-0.533,,,
1938,KEPLER-197 D,Primary Transit,,15.67787,0.119,0.03,,,,,0.111,,,2014,6004,,1.12,,,-0.533,,,
1939,KEPLER-197 E,Primary Transit,,25.2097,0.164,0.38,,,,,0.0877,,,2014,6004,,1.12,,,-0.533,,,
1940,KEPLER-198 B,Primary Transit,,17.790037,0.131,,,,,,0.252,,,2014,5574,0.93,0.94,,,-0.14,,,
1941,KEPLER-198 C,Primary Transit,,49.567416,0.259,,,,,,0.22,,,2014,5574,0.93,0.94,,,-0.14,,,
1942,KEPLER-198 D,Primary Transit,,1.31184443,,,,,,,0.136,,,2016,5574,0.93,0.94,,,-0.14,,,
1943,KEPLER-199 B,Primary Transit,,23.637604,0.158,,,,,,0.277,,,2014,5644,,0.97,,,-0.157,,,
1944,KEPLER-199 C,Primary Transit,,67.093408,0.316,,,,,,0.29,,,2014,5644,,0.97,,,-0.157,,,
1945,KEPLER-20 B,Primary Transit,,3.69611525,0.0463,0.03,87.355,0.0305,,,0.1667,,,2011,5466,0.912,0.944,G8,,0.02,,8.8,
1946,KEPLER-20 C,Primary Transit,,10.85409089,0.0949,0.16,89.815,0.04012,,,0.2718,,,2011,5466,0.912,0.944,G8,,0.02,,8.8,
1947,KEPLER-20 D,Primary Transit,,77.61130017,0.3506,0.6,89.708,0.03168,,,0.2448,,,2011,5466,0.912,0.944,G8,,0.02,,8.8,
1948,KEPLER-20 E,Primary Transit,,6.09852281,0.0639,,87.632,0.0097,,,0.0772,,,2011,5466,0.912,0.944,G8,,0.02,,8.8,
1949,KEPLER-20 F,Primary Transit,,19.57758478,0.1396,,88.788,0.045,,,0.08948,,,2011,5466,0.912,0.944,G8,,0.02,,8.8,
1950,KEPLER-20 G,Other,,34.94,0.2055,0.15,,0.0628,,,,,,2016,5466,0.912,0.944,G8,,0.02,,8.8,
1951,KEPLER-200 B,Primary Transit,,8.594805,0.08,,,,,,0.19,,,2014,5678,,0.94,,,-0.118,,,
1952,KEPLER-200 C,Primary Transit,,10.222157,0.09,,,,,,0.142,,,2014,5678,,0.94,,,-0.118,,,
1953,KEPLER-201 B,Primary Transit,,25.672083,0.175,,,,,,0.219,,,2014,6065,1.17,1.23,,,-0.279,,,
1954,KEPLER-201 C,Primary Transit,,151.884058,0.573,,,,,,0.254,,,2014,6065,1.17,1.23,,,-0.279,,,
1955,KEPLER-202 B,Primary Transit,,4.069427,0.045,,,,,,0.145,,,2014,4668,,0.67,,,0.012,,,
1956,KEPLER-202 C,Primary Transit,,16.282493,0.113,,,,,,0.165,,,2014,4668,,0.67,,,0.012,,,
1957,KEPLER-203 B,Primary Transit,,3.162697,0.043,,,,,,0.229,,,2014,5821,0.98,1.11,,,-0.107,,,
1958,KEPLER-203 C,Primary Transit,,5.370647,0.061,,,,,,0.22,,,2014,5821,0.98,1.11,,,-0.107,,,
1959,KEPLER-203 D,Primary Transit,,11.32972,0.1,,,,,,0.128,,,2014,5821,0.98,1.11,,,-0.107,,,
1960,KEPLER-204 B,Primary Transit,,14.400974,0.117,,,,,,0.226,,,2014,5812,0.96,1.24,,,-0.213,,,
1961,KEPLER-204 C,Primary Transit,,25.660593,0.173,,,,,,0.16,,,2014,5812,0.96,1.24,,,-0.213,,,
1962,KEPLER-205 B,Primary Transit,,2.75564,0.032,,,,,,0.135,,,2014,4321,,0.55,,,-0.149,,,
1963,KEPLER-205 C,Primary Transit,,20.306546,0.122,,,,,,0.146,,,2014,4321,,0.55,,,-0.149,,,
1964,KEPLER-206 B,Primary Transit,,7.781987,0.078,,,,,,0.107,,,2014,5764,0.94,1.19,,,-0.149,,,
1965,KEPLER-206 C,Primary Transit,,13.137471,0.111,,,,,,0.158,,,2014,5764,0.94,1.19,,,-0.149,,,
1966,KEPLER-206 D,Primary Transit,,23.44281,0.163,,,,,,0.106,,,2014,5764,0.94,1.19,,,-0.149,,,
1967,KEPLER-207 B,Primary Transit,,1.611865,0.029,,,,,,0.14,,,2014,5920,,1.59,,,-0.023,,,
1968,KEPLER-207 C,Primary Transit,,3.071571,0.044,,,,,,0.134,,,2014,5920,,1.59,,,-0.023,,,
1969,KEPLER-207 D,Primary Transit,,5.868075,0.068,,,,,,0.295,,,2014,5920,,1.59,,,-0.023,,,
1970,KEPLER-208 B,Primary Transit,,4.22864,0.054,,,,,,0.145,,,2014,6092,1.03,1.31,,,,,,
1971,KEPLER-208 C,Primary Transit,,7.466623,0.079,,,,,,0.124,,,2014,6092,1.03,1.31,,,,,,
1972,KEPLER-208 D,Primary Transit,,11.131786,0.103,,,,,,0.107,,,2014,6092,1.03,1.31,,,,,,
1973,KEPLER-208 E,Primary Transit,,16.259458,0.132,,,,,,0.132,,,2014,6092,1.03,1.31,,,,,,
1974,KEPLER-209 B,Primary Transit,,16.087845,0.122,,,,,,0.202,,,2014,5513,,0.94,,,0.008,,,
1975,KEPLER-209 C,Primary Transit,,41.749882,0.231,,,,,,0.277,,,2014,5513,,0.94,,,0.008,,,
1976,KEPLER-21 B,Primary Transit,,2.78578,0.0427172,0.02,83.2,0.016,,,0.1462,,,2011,6131,1.34,1.86,F6IV,,-0.15,,2.84,
1977,KEPLER-210 B,Primary Transit,,2.4532,0.01421,0.44,77.86,,,,0.3419,,,2014,4300,0.63,0.69,K,,,,,
1978,KEPLER-210 C,Primary Transit,,7.9725,0.037,0.5,85.73,,,,0.436,,,2014,4300,0.63,0.69,K,,,,,
1979,KEPLER-211 B,Primary Transit,,4.138575,0.048,,,,,,0.112,,,2014,5123,0.97,0.82,,,0.106,,,
1980,KEPLER-211 C,Primary Transit,,6.04045,0.062,,,,,,0.115,,,2014,5123,0.97,0.82,,,0.106,,,
1981,KEPLER-212 B,Primary Transit,,16.257582,0.133,,,,,,0.097,,,2014,5852,1.16,1.46,,,,,,
1982,KEPLER-212 C,Primary Transit,,31.805174,0.207,,,,,,0.244,,,2014,5852,1.16,1.46,,,,,,
1983,KEPLER-213 B,Primary Transit,,2.46236,0.036,,,,,,0.145,,,2014,5696,0.94,1.2,,,-0.051,,,
1984,KEPLER-213 C,Primary Transit,,4.822962,0.057,,,,,,0.209,,,2014,5696,0.94,1.2,,,-0.051,,,
1985,KEPLER-214 B,Primary Transit,,15.660544,0.13,,,,,,0.233,,,2014,6169,,1.35,,,-0.359,,,
1986,KEPLER-214 C,Primary Transit,,28.7798,0.194,,,,,,0.19,,,2014,6169,,1.35,,,-0.359,,,
1987,KEPLER-215 B,Primary Transit,,9.360672,0.084,,,,,,0.145,,,2014,5739,0.77,1.03,,,-0.618,,,
1988,KEPLER-215 C,Primary Transit,,14.667108,0.113,,,,,,0.158,,,2014,5739,0.77,1.03,,,-0.618,,,
1989,KEPLER-215 D,Primary Transit,,30.864423,0.185,,,,,,0.213,,,2014,5739,0.77,1.03,,,-0.618,,,
1990,KEPLER-215 E,Primary Transit,,68.16101,0.314,,,,,,0.156,,,2014,5739,0.77,1.03,,,-0.618,,,
1991,KEPLER-216 B,Primary Transit,,7.693641,0.079,,,,,,0.21,,,2014,6091,,1.26,,,-0.183,,,
1992,KEPLER-216 C,Primary Transit,,17.406669,0.136,,,,,,0.271,,,2014,6091,,1.26,,,-0.183,,,
1993,KEPLER-217 B,Primary Transit,,5.374943,0.065,,,,,,0.199,,,2014,6171,,1.8,,,,,,
1994,KEPLER-217 C,Primary Transit,,8.586004,0.089,,,,,,0.165,,,2014,6171,,1.8,,,,,,
1995,KEPLER-217 D,Primary Transit,,3.88689525,,,,,,,0.118,,,2016,6171,,1.8,,,,,,
1996,KEPLER-218 B,Primary Transit,,3.619337,0.046,,,,,,0.132,,,2014,5502,,1.06,,,0.194,,,
1997,KEPLER-218 C,Primary Transit,,44.699576,0.248,,,,,,0.28,,,2014,5502,,1.06,,,0.194,,,
1998,KEPLER-218 D,Primary Transit,,124.5244647,,,,,,,0.237,,,2016,5502,,1.06,,,0.194,,,
1999,KEPLER-219 B,Primary Transit,,4.585512,0.057,,,,,,0.263,,,2014,5786,,1.49,,,0.02,,,
2000,KEPLER-219 C,Primary Transit,,22.714613,0.165,,,,,,0.319,,,2014,5786,,1.49,,,0.02,,,
2001,KEPLER-219 D,Primary Transit,,47.903645,0.272,,,,,,0.251,,,2014,5786,,1.49,,,0.02,,,
2002,KEPLER-22 B,Primary Transit,,289.8623,0.849,,89.764,0.11,,,0.21,,,2011,5518,0.97,0.979,G5,,-0.29,,,
2003,KEPLER-220 B,Primary Transit,,4.159807,0.046,,,,,,0.072,,,2014,4632,,0.67,,,,,,
2004,KEPLER-220 C,Primary Transit,,9.034199,0.076,,,,,,0.14,,,2014,4632,,0.67,,,,,,
2005,KEPLER-220 D,Primary Transit,,28.122397,0.163,,,,,,0.087,,,2014,4632,,0.67,,,,,,
2006,KEPLER-220 E,Primary Transit,,45.902733,0.226,,,,,,0.119,,,2014,4632,,0.67,,,,,,
2007,KEPLER-221 B,Primary Transit,,2.795906,0.037,,,,,,0.153,,,2014,5243,0.72,0.82,,,-0.413,,,
2008,KEPLER-221 C,Primary Transit,,5.690586,0.059,,,,,,0.261,,,2014,5243,0.72,0.82,,,-0.413,,,
2009,KEPLER-221 D,Primary Transit,,10.04156,0.087,,,,,,0.244,,,2014,5243,0.72,0.82,,,-0.413,,,
2010,KEPLER-221 E,Primary Transit,,18.369917,0.13,,,,,,0.235,,,2014,5243,0.72,0.82,,,-0.413,,,
2011,KEPLER-222 B,Primary Transit,,3.936981,0.048,,,,,,0.282,,,2014,5433,,0.87,,,0.15,,,
2012,KEPLER-222 C,Primary Transit,,10.08881,0.091,,,,,,0.414,,,2014,5433,,0.87,,,0.15,,,
2013,KEPLER-222 D,Primary Transit,,28.081912,0.18,,,,,,0.329,,,2014,5433,,0.87,,,0.15,,,
2014,KEPLER-223 B,Primary Transit,,7.384108,0.073,,,,,,0.151,,,2014,5829,,1.02,,,-0.211,,,
2015,KEPLER-223 C,Primary Transit,,9.848183,0.088,,,,,,0.178,,,2014,5829,,1.02,,,-0.211,,,
2016,KEPLER-223 D,Primary Transit,,14.788759,0.116,,,,,,0.266,,,2014,5829,,1.02,,,-0.211,,,
2017,KEPLER-223 E,Primary Transit,,19.721734,0.14,,,,,,0.214,,,2014,5829,,1.02,,,-0.211,,,
2018,KEPLER-224 B,Primary Transit,,3.132924,0.038,,,,,,0.124,,,2014,5018,0.74,0.68,,,-0.309,,,
2019,KEPLER-224 C,Primary Transit,,5.925003,0.058,,,,,,0.278,,,2014,5018,0.74,0.68,,,-0.309,,,
2020,KEPLER-224 D,Primary Transit,,11.349393,0.089,,,,,,0.205,,,2014,5018,0.74,0.68,,,-0.309,,,
2021,KEPLER-224 E,Primary Transit,,18.643577,0.124,,,,,,0.176,,,2014,5018,0.74,0.68,,,-0.309,,,
2022,KEPLER-225 B,Primary Transit,,6.738975,0.056,,,,,,0.107,,,2014,3682,,0.48,,,-0.185,,,
2023,KEPLER-225 C,Primary Transit,,18.794234,0.111,,,,,,0.164,,,2014,3682,,0.48,,,-0.185,,,
2024,KEPLER-226 B,Primary Transit,,3.940997,0.047,,,,,,0.138,,,2014,5571,0.86,0.8,,,-0.145,,,
2025,KEPLER-226 C,Primary Transit,,5.349555,0.058,,,,,,0.203,,,2014,5571,0.86,0.8,,,-0.145,,,
2026,KEPLER-226 D,Primary Transit,,8.109044,0.076,,,,,,0.109,,,2014,5571,0.86,0.8,,,-0.145,,,
2027,KEPLER-227 B,Primary Transit,,9.488015,0.09,,,,,,0.277,,,2014,5854,,1.09,,,0.136,,,
2028,KEPLER-227 C,Primary Transit,,54.418694,0.29,,,,,,0.271,,,2014,5854,,1.09,,,0.136,,,
2029,KEPLER-228 B,Primary Transit,,2.566546,0.038,,,,,,0.136,,,2014,6043,,1.01,,,-0.067,,,
2030,KEPLER-228 C,Primary Transit,,4.134444,0.052,,,,,,0.241,,,2014,6043,,1.01,,,-0.067,,,
2031,KEPLER-228 D,Primary Transit,,11.094286,0.101,,,,,,0.36,,,2014,6043,,1.01,,,-0.067,,,
2032,KEPLER-229 B,Primary Transit,,6.252972,0.062,,,,,,0.196,,,2014,5120,,0.73,,,-0.109,,,
2033,KEPLER-229 C,Primary Transit,,16.068638,0.117,,,,,,0.439,,,2014,5120,,0.73,,,-0.109,,,
2034,KEPLER-229 D,Primary Transit,,41.194912,0.22,,,,,,0.343,,,2014,5120,,0.73,,,-0.109,,,
2035,KEPLER-23 B,Primary Transit,,7.106995,0.075,0.06,,0.0478,,,0.1511,,,2012,5760,1.11,1.52,,,,,,
2036,KEPLER-23 C,Primary Transit,,10.742434,0.099,0.02,,0.189,,,0.278,,,2012,5760,1.11,1.52,,,,,,
2037,KEPLER-23 D,Primary Transit,,15.27429,0.124,0.08,,0.055,,,0.1994,,,2014,5760,1.11,1.52,,,,,,
2038,KEPLER-230 B,Primary Transit,,32.625555,0.191,,,,,,0.38,,,2014,5588,,0.82,,,-0.291,,,
2039,KEPLER-230 C,Primary Transit,,91.773242,0.38,,,,,,0.182,,,2014,5588,,0.82,,,-0.291,,,
2040,KEPLER-231 B,Primary Transit,,10.065275,0.074,,,,,,0.154,,,2014,3767,0.58,0.49,,,-0.011,,,
2041,KEPLER-231 C,Primary Transit,,19.271566,0.114,,,,,,0.172,,,2014,3767,0.58,0.49,,,-0.011,,,
2042,KEPLER-232 B,Primary Transit,,4.431222,0.054,,,,,,0.275,,,2014,5847,,0.97,,,0.083,,,
2043,KEPLER-232 C,Primary Transit,,11.379349,0.101,,,,,,0.342,,,2014,5847,,0.97,,,0.083,,,
2044,KEPLER-233 B,Primary Transit,,8.472382,0.077,,,,,,0.217,,,2014,5360,,0.76,,,-0.067,,,
2045,KEPLER-233 C,Primary Transit,,60.418955,0.287,,,,,,0.242,,,2014,5360,,0.76,,,-0.067,,,
2046,KEPLER-234 B,Primary Transit,,2.711506,0.04,,,,,,0.33,,,2014,6224,,1.11,,,0.075,,,
2047,KEPLER-234 C,Primary Transit,,7.21205,0.077,,,,,,0.313,,,2014,6224,,1.11,,,0.075,,,
2048,KEPLER-235 B,Primary Transit,,3.340222,0.037,,,,,,0.199,,,2014,4255,0.59,0.55,,,0.087,,,
2049,KEPLER-235 C,Primary Transit,,7.824904,0.065,,,,,,0.114,,,2014,4255,0.59,0.55,,,0.087,,,
2050,KEPLER-235 D,Primary Transit,,20.060548,0.122,,,,,,0.183,,,2014,4255,0.59,0.55,,,0.087,,,
2051,KEPLER-235 E,Primary Transit,,46.183669,0.213,,,,,,0.198,,,2014,4255,0.59,0.55,,,0.087,,,
2052,KEPLER-236 B,Primary Transit,,8.295611,0.065,,,,,,0.14,,,2014,3750,0.56,0.51,,,0.119,,,
2053,KEPLER-236 C,Primary Transit,,23.968127,0.132,,,,,,0.178,,,2014,3750,0.56,0.51,,,0.119,,,
2054,KEPLER-237 B,Primary Transit,,4.715106,0.05,,,,,,0.126,,,2014,4861,0.7,0.72,,,-0.077,,,
2055,KEPLER-237 C,Primary Transit,,8.103636,0.071,,,,,,0.186,,,2014,4861,0.7,0.72,,,-0.077,,,
2056,KEPLER-238 B,Primary Transit,,2.090876,0.034,,,,,,0.154,,,2014,5614,1.43,0.9,,,0.143,,,
2057,KEPLER-238 C,Primary Transit,,6.155557,0.069,,,,,,0.213,,,2014,5614,1.43,0.9,,,0.143,,,
2058,KEPLER-238 D,Primary Transit,,13.233549,0.115,,,,,,0.274,,,2014,5614,1.43,0.9,,,0.143,,,
2059,KEPLER-238 E,Primary Transit,,23.654,,,,0.626,,,0.501,,,2013,5614,1.43,0.9,,,0.143,,,
2060,KEPLER-238 F,Primary Transit,,50.447,,,,0.056,,,0.179,,,2013,5614,1.43,0.9,,,0.143,,,
2061,KEPLER-239 B,Primary Transit,,11.763051,0.095,,,,,,0.208,,,2014,4914,0.74,0.76,,,-0.016,,,
2062,KEPLER-239 C,Primary Transit,,56.228098,0.268,,,,,,0.224,,,2014,4914,0.74,0.76,,,-0.016,,,
2063,KEPLER-24 B,Primary Transit,,8.1453,0.08,,,1.6,,,0.21,,,2012,5800,1.03,1.07,,,,,,
2064,KEPLER-24 C,Primary Transit,,12.3335,0.106,,,1.6,,,0.25,,,2012,5800,1.03,1.07,,,,,,
2065,KEPLER-240 B,Primary Transit,,4.144495,0.048,,,,,,0.122,,,2014,4985,,0.74,,,0.089,,,
2066,KEPLER-240 C,Primary Transit,,7.953528,0.074,,,,,,0.196,,,2014,4985,,0.74,,,0.089,,,
2067,KEPLER-241 B,Primary Transit,,12.718092,0.094,,,,,,0.208,,,2014,4699,,0.67,,,-0.243,,,
2068,KEPLER-241 C,Primary Transit,,36.065978,0.189,,,,,,0.229,,,2014,4699,,0.67,,,-0.243,,,
2069,KEPLER-242 B,Primary Transit,,8.20395,0.075,,,,,,0.233,,,2014,5020,,0.85,,,0.103,,,
2070,KEPLER-242 C,Primary Transit,,14.496481,0.109,,,,,,0.178,,,2014,5020,,0.85,,,0.103,,,
2071,KEPLER-243 B,Primary Transit,,5.715442,0.062,,,,,,0.219,,,2014,5228,0.89,0.84,,,0.241,,,
2072,KEPLER-243 C,Primary Transit,,20.026218,0.142,,,,,,0.178,,,2014,5228,0.89,0.84,,,0.241,,,
2073,KEPLER-244 B,Primary Transit,,4.311792,0.05,,,,,,0.246,,,2014,5554,,0.8,,,-0.191,,,
2074,KEPLER-244 C,Primary Transit,,9.767292,0.087,,,,,,0.183,,,2014,5554,,0.8,,,-0.191,,,
2075,KEPLER-244 D,Primary Transit,,20.050401,0.14,,,,,,0.206,,,2014,5554,,0.8,,,-0.191,,,
2076,KEPLER-245 B,Primary Transit,,7.49019,0.071,,,,,,0.229,,,2014,5100,0.8,0.8,,,-0.028,,,
2077,KEPLER-245 C,Primary Transit,,17.460812,0.124,,,,,,0.194,,,2014,5100,0.8,0.8,,,-0.028,,,
2078,KEPLER-245 D,Primary Transit,,36.277108,0.202,,,,,,0.27,,,2014,5100,0.8,0.8,,,-0.028,,,
2079,KEPLER-245 E,Primary Transit,,3.21982106,,,,,,,0.156,,,2016,5100,0.8,0.8,,,-0.028,,,
2080,KEPLER-246 B,Primary Transit,,4.60182,0.052,,,,,,0.209,,,2014,5206,0.86,0.83,,,0.143,,,
2081,KEPLER-246 C,Primary Transit,,11.187161,0.095,,,,,,0.134,,,2014,5206,0.86,0.83,,,0.143,,,
2082,KEPLER-247 B,Primary Transit,,3.33616,0.042,,,,,,0.146,,,2014,5094,0.884,0.791,,,0.21,,,
2083,KEPLER-247 C,Primary Transit,,9.439452,0.084,,,,,,0.365,,,2014,5094,0.884,0.791,,,0.21,,,
2084,KEPLER-247 D,Primary Transit,,20.477912,0.14,,,,,,0.352,,,2014,5094,0.884,0.791,,,0.21,,,
2085,KEPLER-248 B,Primary Transit,,6.308205,0.066,,,,,,0.269,,,2014,5190,,0.83,,,0.171,,,
2086,KEPLER-248 C,Primary Transit,,16.239494,0.123,,,,,,0.363,,,2014,5190,,0.83,,,0.171,,,
2087,KEPLER-249 B,Primary Transit,,3.306539,0.035,,,,,,0.097,,,2014,3568,,0.48,,,0.221,,,
2088,KEPLER-249 C,Primary Transit,,7.113702,0.058,,,,,,0.135,,,2014,3568,,0.48,,,0.221,,,
2089,KEPLER-249 D,Primary Transit,,15.368459,0.097,,,,,,0.14,,,2014,3568,,0.48,,,0.221,,,
2090,KEPLER-25 B,Primary Transit,,6.2385369,0.068,0.05,,0.028,,,0.2411,,,2012,6190,1.22,1.36,,,0.01,,,
2091,KEPLER-25 C,Primary Transit,,12.7203678,0.11,0.01,,0.045,,,0.4598,,,2012,6190,1.22,1.36,,,0.01,,,
2092,KEPLER-25 D,Radial Velocity,,123,,,,0.282855615,,,,,,2014,6190,1.22,1.36,,,0.01,,,
2093,KEPLER-250 B,Primary Transit,,4.148141,0.048,,,,,,0.101,,,2014,5160,0.8,0.81,,,0.063,,,
2094,KEPLER-250 C,Primary Transit,,7.156804,0.069,,,,,,0.203,,,2014,5160,0.8,0.81,,,0.063,,,
2095,KEPLER-250 D,Primary Transit,,17.648312,0.127,,,,,,0.194,,,2014,5160,0.8,0.81,,,0.063,,,
2096,KEPLER-251 B,Primary Transit,,4.790936,0.053,,,,,,0.119,,,2014,5526,0.91,0.89,,,-0.156,,,
2097,KEPLER-251 C,Primary Transit,,16.514043,0.122,,,,,,0.247,,,2014,5526,0.91,0.89,,,-0.156,,,
2098,KEPLER-251 D,Primary Transit,,30.133001,0.182,,,,,,0.247,,,2014,5526,0.91,0.89,,,-0.156,,,
2099,KEPLER-251 E,Primary Transit,,99.640161,0.404,,,,,,0.247,,,2014,5526,0.91,0.89,,,-0.156,,,
2100,KEPLER-252 B,Primary Transit,,6.668391,0.058,,,,,,0.11,,,2014,4208,0.52,0.55,,,-0.67,,,
2101,KEPLER-252 C,Primary Transit,,10.848463,0.08,,,,,,0.192,,,2014,4208,0.52,0.55,,,-0.67,,,
2102,KEPLER-253 B,Primary Transit,,3.783986,0.046,,,,,,0.145,,,2014,5208,,0.79,,,0.052,,,
2103,KEPLER-253 C,Primary Transit,,10.281951,0.089,,,,,,0.236,,,2014,5208,,0.79,,,0.052,,,
2104,KEPLER-253 D,Primary Transit,,18.119869,0.13,,,,,,0.283,,,2014,5208,,0.79,,,0.052,,,
2105,KEPLER-254 B,Primary Transit,,5.826662,0.064,,,,,,0.345,,,2014,5957,,0.91,,,-0.191,,,
2106,KEPLER-254 C,Primary Transit,,12.412183,0.105,,,,,,0.192,,,2014,5957,,0.91,,,-0.191,,,
2107,KEPLER-254 D,Primary Transit,,18.746477,0.139,,,,,,0.223,,,2014,5957,,0.91,,,-0.191,,,
2108,KEPLER-255 B,Primary Transit,,5.714606,0.063,,,,,,0.138,,,2014,5573,0.97,0.93,,,0.212,,,
2109,KEPLER-255 C,Primary Transit,,9.946047,0.092,,,,,,0.267,,,2014,5573,0.97,0.93,,,0.212,,,
2110,KEPLER-255 D,Primary Transit,,1.04562266,,,,,,,0.118,,,2016,5573,0.97,0.93,,,0.212,,,
2111,KEPLER-256 B,Primary Transit,,1.620493,0.027,,,,,,0.142,,,2014,5551,1.02,1.3,,,0.061,,,
2112,KEPLER-256 C,Primary Transit,,3.38802,0.045,,,,,,0.192,,,2014,5551,1.02,1.3,,,0.061,,,
2113,KEPLER-256 D,Primary Transit,,5.839172,0.064,,,,,,0.221,,,2014,5551,1.02,1.3,,,0.061,,,
2114,KEPLER-256 E,Primary Transit,,10.681572,0.096,,,,,,0.21,,,2014,5551,1.02,1.3,,,0.061,,,
2115,KEPLER-257 B,Primary Transit,,2.382667,0.034,,,,,,0.233,,,2014,5180,,1.04,,,0.315,,,
2116,KEPLER-257 C,Primary Transit,,6.581484,0.066,,,,,,0.483,,,2014,5180,,1.04,,,0.315,,,
2117,KEPLER-257 D,Primary Transit,,24.664551,0.16,,,,,,0.442,,,2014,5180,,1.04,,,0.315,,,
2118,KEPLER-258 B,Primary Transit,,13.19722,0.103,,,,,,0.362,,,2014,4942,0.8,0.92,,,0.415,,,
2119,KEPLER-258 C,Primary Transit,,33.653079,0.193,,,,,,0.322,,,2014,4942,0.8,0.92,,,0.415,,,
2120,KEPLER-259 B,Primary Transit,,8.115317,0.079,,,,,,0.25,,,2014,5938,,0.9,,,-0.165,,,
2121,KEPLER-259 C,Primary Transit,,36.924931,0.217,,,,,,0.241,,,2014,5938,,0.9,,,-0.165,,,
2122,KEPLER-26 B,Primary Transit,,12.2829,0.085,,,0.00875,,,0.248,,,2012,4500,0.65,0.59,,,-0.21,,,
2123,KEPLER-26 C,Primary Transit,,17.2513,0.107,,,0.01949,,,0.243,,,2012,4500,0.65,0.59,,,-0.21,,,
2124,KEPLER-26 E,Primary Transit,,46.827915,0.22,,,,,,0.215,,,2014,4500,0.65,0.59,,,-0.21,,,
2125,KEPLER-260 B,Primary Transit,,8.187399,0.075,,,,,,0.179,,,2014,5250,0.88,0.86,,,-0.034,,,
2126,KEPLER-260 C,Primary Transit,,76.050178,0.332,,,,,,0.155,,,2014,5250,0.88,0.86,,,-0.034,,,
2127,KEPLER-261 B,Primary Transit,,10.381227,0.088,,,,,,0.194,,,2014,5098,0.87,0.79,,,0.14,,,
2128,KEPLER-261 C,Primary Transit,,24.570858,0.156,,,,,,0.178,,,2014,5098,0.87,0.79,,,0.14,,,
2129,KEPLER-262 B,Primary Transit,,13.060855,0.108,,,,,,0.121,,,2014,5841,,0.88,,,-0.115,,,
2130,KEPLER-262 C,Primary Transit,,21.853722,0.152,,,,,,0.146,,,2014,5841,,0.88,,,-0.115,,,
2131,KEPLER-263 B,Primary Transit,,16.568087,0.12,,,,,,0.238,,,2014,5265,,0.79,,,-0.11,,,
2132,KEPLER-263 C,Primary Transit,,47.332773,0.242,,,,,,0.22,,,2014,5265,,0.79,,,-0.11,,,
2133,KEPLER-264 B,Primary Transit,,40.806231,0.249,,,,,,0.297,,,2014,6158,1.32,1.55,,,-0.19,,,
2134,KEPLER-264 C,Primary Transit,,140.101261,0.566,,,,,,0.252,,,2014,6158,1.32,1.55,,,-0.19,,,
2135,KEPLER-265 B,Primary Transit,,6.846262,0.069,,,,,,0.166,,,2014,5835,1.03,1.1,,,-0.311,,,
2136,KEPLER-265 C,Primary Transit,,17.028937,0.127,,,,,,0.235,,,2014,5835,1.03,1.1,,,-0.311,,,
2137,KEPLER-265 D,Primary Transit,,43.130617,0.236,,,,,,0.222,,,2014,5835,1.03,1.1,,,-0.311,,,
2138,KEPLER-265 E,Primary Transit,,67.831024,0.319,,,,,,0.231,,,2014,5835,1.03,1.1,,,-0.311,,,
2139,KEPLER-266 B,Primary Transit,,6.61833,0.071,,,,,,0.221,,,2014,5885,0.99,1.03,,,0.106,,,
2140,KEPLER-266 C,Primary Transit,,107.723601,0.457,,,,,,0.347,,,2014,5885,0.99,1.03,,,0.106,,,
2141,KEPLER-267 B,Primary Transit,,3.353728,0.037,,,,,,0.177,,,2014,4258,0.56,0.56,,,0.028,,,
2142,KEPLER-267 C,Primary Transit,,6.87745,0.06,,,,,,0.19,,,2014,4258,0.56,0.56,,,0.028,,,
2143,KEPLER-267 D,Primary Transit,,28.464515,0.154,,,,,,0.203,,,2014,4258,0.56,0.56,,,0.028,,,
2144,KEPLER-268 B,Primary Transit,,25.934138,0.18,,,,,,0.227,,,2014,6081,,1.27,,,-0.114,,,
2145,KEPLER-268 C,Primary Transit,,83.446393,0.391,,,,,,0.302,,,2014,6081,,1.27,,,-0.114,,,
2146,KEPLER-269 B,Primary Transit,,5.326718,0.061,,,,,,0.22,,,2014,5847,0.98,0.96,,,0.02,,,
2147,KEPLER-269 C,Primary Transit,,8.127899,0.081,,,,,,0.151,,,2014,5847,0.98,0.96,,,0.02,,,
2148,KEPLER-27 B,Primary Transit,,15.3348,0.118,,,9.11,,,0.36,,,2012,5400,0.65,0.59,,,0.41,,,
2149,KEPLER-27 C,Primary Transit,,31.3309,0.191,,,13.8,,,0.44,,,2012,5400,0.65,0.59,,,0.41,,,
2150,KEPLER-270 B,Primary Transit,,11.476094,0.107,,,,,,0.179,,,2014,6067,,1.46,,,-0.151,,,
2151,KEPLER-270 C,Primary Transit,,25.262887,0.18,,,,,,0.158,,,2014,6067,,1.46,,,-0.151,,,
