NAME,Semi-eje (UA),Masa pl (Mjup),Rpl (R jup),Densidad pl (gr/cm^3),Periodo (dias),excentricidad,I deg,Año,Nombre estr,Masa estr (Msol),Radio estr (Rsol),Teff,Densidad estr g/cm^3,Metalicidad,Metodo
Kepler-269 c,0.079115,0.0125062,0.150772,,8.127899,,,2014,Kepler-269,,0.959,5847,,,Transit
Kepler-27 b,0.10464,0.051622,0.356538,,15.3348,0,,2011,Kepler-27,0.65,0.59,5400,,0.41,Transit
Kepler-27 c,0.168484,0.0793989,0.436759,,31.3309,0,,2011,Kepler-27,0.65,0.59,5400,,0.41,Transit
Kepler-270 b,0.0995717,0.0148535,0.17932,,11.476094,,,2014,Kepler-270,,1.461,6067,,,Transit
Kepler-270 c,0.168498,0.0130508,0.157909,,25.262887,,,2014,Kepler-270,,1.461,6067,,,Transit
Kepler-271 b,0.0588746,0.00192504,0.0794005,,5.217738,,,2014,Kepler-271,,0.88,5524,,,Transit
Kepler-271 c,0.0743912,0.00291583,0.089214,,7.410935,,,2014,Kepler-271,,0.88,5524,,,Transit
Kepler-271 d,0,0.000678484,0.059,,5.24972541,0,,2016,Kepler-271,0,0.88,5524,,-0.951,Transit
Kepler-272 b,0.0404491,0.0100631,0.127576,,2.971353,,,2014,Kepler-272,,0.929,5297,,,Transit
Kepler-272 c,0.0650321,0.0131908,0.159693,,6.057342,,,2014,Kepler-272,,0.929,5297,,,Transit
Kepler-272 d,0.0964303,0.0169862,0.200732,,10.937304,,,2014,Kepler-272,,0.929,5297,,,Transit
Kepler-273 b,0.0401325,0.0117855,0.133821,,2.936532,,,2014,Kepler-273,,0.815,5626,,,Transit
Kepler-273 c,0.0783802,0.0146122,0.176644,,8.014927,,,2014,Kepler-273,,0.815,5626,,,Transit
Kepler-274 b,0.100488,0.0115417,0.13739,,11.634788,,,2014,Kepler-274,,1.007,6023,,,Transit
Kepler-274 c,0.202153,0.0135483,0.164154,,33.197861,,,2014,Kepler-274,,1.007,6023,,,Transit
Kepler-275 b,0.0926511,0.0178911,0.208761,,10.300682,,,2014,Kepler-275,,1.383,6165,,,Transit
Kepler-275 c,0.124722,0.0344212,0.301543,,16.088134,,,2014,Kepler-275,,1.383,6165,,,Transit
Kepler-275 d,0.212092,0.0333072,0.297083,,35.676062,,,2014,Kepler-275,,1.383,6165,,,Transit
Kepler-276 b,0.114376,0.0247188,0.256044,,14.12841,,,2014,Kepler-276,,1.046,6105,,,Transit
Kepler-278 b,0.189627,0.0541479,0.363101,,30.160546,,,2014,Kepler-278,,2.935,4991,,,Transit
Kepler-278 c,0.269422,0.0395346,0.320278,,51.078775,,,2014,Kepler-278,,2.935,4991,,,Transit
Kepler-279 b,0.104337,0.0403249,0.322955,,12.309681,,,2014,Kepler-279,,1.746,6363,,,Transit
Kepler-28 b,0.0581375,0.0397121,0.320884,,5.91213,0,,2011,Kepler-28,0.75,0.7,4590,,,Transit
Kepler-28 c,0.0768547,0.0348081,0.303057,,8.98597,0,,2011,Kepler-28,0.75,0.7,4590,,,Transit
Kepler-280 b,0.0324953,0.010538,0.12936,,2.139542,,,2014,Kepler-280,,0.886,5744,,,Transit
Kepler-280 c,0.0557436,0.0148535,0.17932,,4.807091,,,2014,Kepler-280,,0.886,5744,,,Transit
Kepler-281 b,0.117153,0.0239491,0.251584,,14.646008,,,2014,Kepler-281,,0.899,5723,,,Transit
Kepler-281 c,0.214705,0.0938647,0.473726,,36.337373,,,2014,Kepler-281,,0.899,5723,,,Transit
Kepler-282 b,0.0860552,0.00302153,0.0901062,,9.220524,,,2014,Kepler-282,,0.904,5602,,,Transit
Kepler-282 c,0.111718,0.00554835,0.107057,,13.638723,,,2014,Kepler-282,,0.904,5602,,,Transit
Kepler-283 b,0.0968462,0.0158724,0.190026,,11.008151,,,2014,Kepler-283,,0.566,4351,,,Transit
Kepler-283 c,0.400986,0.013404,0.16237,,92.743711,,,2014,Kepler-283,,0.566,4351,,,Transit
Kepler-284 b,0.106526,0.0168894,0.199839,,12.699149,,,2014,Kepler-284,,0.814,5615,,,Transit
Kepler-284 c,0.219317,0.0210192,0.232849,,37.514456,,,2014,Kepler-284,,0.814,5615,,,Transit
Kepler-285 b,0.0373252,0.00809262,0.119547,,2.633867,,,2014,Kepler-285,,0.808,5411,,,Transit
Kepler-285 c,0.0659546,0.00436179,0.0999197,,6.186676,,,2014,Kepler-285,,0.808,5411,,,Transit
Kepler-286 b,0.0289196,0.00621274,0.110625,,1.796302,,,2014,Kepler-286,,0.863,5580,,,Transit
Kepler-286 c,0.0448402,0.00871939,0.122223,,3.468095,,,2014,Kepler-286,,0.863,5580,,,Transit
Kepler-286 d,0.0640044,0.00789025,0.118655,,5.914323,,,2014,Kepler-286,,0.863,5580,,,Transit
Kepler-286 e,0.185669,0.0130508,0.157909,,29.221289,,,2014,Kepler-286,,0.863,5580,,,Transit
Kepler-287 b,0.145838,0.0177874,0.207869,,20.342199,,,2014,Kepler-287,,1.032,5806,,,Transit
Kepler-287 c,0.247055,0.0318107,0.290838,,44.851896,,,2014,Kepler-287,,1.032,5806,,,Transit
Kepler-288 b,0.065318,0.0123736,0.148987,,6.097326,,,2014,Kepler-288,,1.091,5918,,,Transit
Kepler-288 c,0.140842,0.0244074,0.25426,,19.305772,,,2014,Kepler-288,,1.091,5918,,,Transit
Kepler-288 d,0.288618,0.0218083,0.238201,,56.633742,,,2014,Kepler-288,,1.091,5918,,,Transit
Kepler-289 b,0.207581,0.0188614,0.21679,,34.543901,,,2014,Kepler-289,,1.162,5930,,,Transit
Kepler-289 c,0.491526,1,1.16335,,125.866438,,,2014,Kepler-289,,1.162,5930,,,Transit
Kepler-289 d,0.328137,0.012,0.244,1.2,66.0634,0.011,89.73,2010,Kepler-289,1.08,1.5121,5590,1.58,0.05,Transit
Kepler-29 b,0.0928723,0.0397121,0.320884,,10.3376,0,,2011,Kepler-29,1,0.96,5750,,0,Transit
Kepler-29 c,0.109809,0.0251535,0.25849,,13.2907,0,,2011,Kepler-29,1,0.96,5750,,0,Transit
Kepler-290 b,0.11685,0.0169862,0.200732,,14.589347,,,2014,Kepler-290,,0.743,5147,,,Transit
Kepler-290 c,0.216407,0.0222169,0.240878,,36.77031,,,2014,Kepler-290,,0.743,5147,,,Transit
Kepler-291 b,0.0455136,0.0161415,0.192702,,3.546511,,,2014,Kepler-291,,1.016,6002,,,Transit
Kepler-291 c,0.0624544,0.0138423,0.167722,,5.700786,,,2014,Kepler-291,,1.016,6002,,,Transit
Kepler-292 b,0.0368224,0.00769114,0.117763,,2.580827,,,2014,Kepler-292,,0.826,5299,,,Transit
Kepler-292 c,0.0469467,0.0110268,0.131145,,3.715335,,,2014,Kepler-292,,0.826,5299,,,Transit
Kepler-292 d,0.0719945,0.0167934,0.198947,,7.055679,,,2014,Kepler-292,,0.826,5299,,,Transit
Kepler-292 e,0.10246,0.0218083,0.238201,,11.97901,,,2014,Kepler-292,,0.826,5299,,,Transit
Kepler-292 f,0.148181,0.0179955,0.209653,,20.834237,,,2014,Kepler-292,,0.826,5299,,,Transit
Kepler-293 b,0.140591,0.0281036,0.273887,,19.254196,,,2014,Kepler-293,,0.957,5804,,,Transit
Kepler-293 c,0.280136,0.0463015,0.34169,,54.155743,,,2014,Kepler-293,,0.957,5804,,,Transit
Kepler-294 b,0.0468277,0.0130508,0.157909,,3.701212,,,2014,Kepler-294,,0.976,5913,,,Transit
Kepler-294 c,0.0690438,0.0223552,0.24177,,6.6264,,,2014,Kepler-294,,0.976,5913,,,Transit
Kepler-295 b,0.106224,0.00587447,0.108841,,12.645164,,,2014,Kepler-295,,0.898,5603,,,Transit
Kepler-295 c,0.151444,0.00508144,0.10438,,21.526258,,,2014,Kepler-295,,0.898,5603,,,Transit
Kepler-295 d,0.204929,0.00850717,0.121331,,33.884054,,,2014,Kepler-295,,0.898,5603,,,Transit
Kepler-296 b,0.0461525,0.00233796,0.0838612,,3.621457,,,2014,Kepler-296,,0.557,4249,,,Transit
Kepler-296 c,0.063479,0.0160511,0.19181,,5.841648,,,2014,Kepler-296,,0.557,4249,,,Transit
Kepler-296 d,0.143477,0.0172808,0.203408,,19.850242,,,2014,Kepler-296,,0.557,4249,,,Transit
Kepler-296 e,0.205969,0.0129124,0.156125,,34.142347,,,2014,Kepler-296,,0.557,4249,,,Transit
Kepler-296 f,0.310961,0.0131908,0.159693,,63.335879,,,2014,Kepler-296,,0.557,4249,,,Transit
Kepler-297 b,0.224576,0.0247188,0.256044,,38.871826,,,2014,Kepler-297,,0.915,5619,,,Transit
Kepler-297 c,0.347807,0.117213,0.58346,,74.920137,,,2014,Kepler-297,,0.915,5619,,,Transit
Kepler-298 b,0.0936962,0.014454,0.174859,,10.475464,,,2014,Kepler-298,,0.582,4465,,,Transit
Kepler-298 c,0.157953,0.0142208,0.172183,,22.92881,,,2014,Kepler-298,,0.582,4465,,,Transit
Kepler-298 d,0.355666,0.0196646,0.223035,,77.473633,,,2014,Kepler-298,,0.582,4465,,,Transit
Kepler-299 b,0.0400468,0.00769114,0.117763,,2.927128,,,2014,Kepler-299,,1.032,5617,,,Transit
Kepler-299 c,0.0708347,0.0215411,0.236417,,6.885875,,,2014,Kepler-299,,1.032,5617,,,Transit
Kepler-299 d,0.119323,0.0136944,0.165938,,15.054786,,,2014,Kepler-299,,1.032,5617,,,Transit
Kepler-299 e,0.222312,0.0137681,0.16683,,38.285489,,,2014,Kepler-299,,1.032,5617,,,Transit
Kepler-30 b,0.185524,0.035557,0.347625,1.02,29.334,0.042,89.82,2011,Kepler-30,0.99,0.95,5498,2,0.18,Transit
Kepler-30 c,0.300013,2.01385,1.09635,1.88,60.3231,0.0111,89.68,2011,Kepler-30,0.99,0.95,5498,2,0.18,Transit
Kepler-30 d,0.534239,0.0726872,0.784384,0.19,143.343,0.022,89.84,2011,Kepler-30,0.99,0.95,5498,2,0.18,Transit
Kepler-300 b,0.0935225,0.0123736,0.148987,,10.446347,,,2014,Kepler-300,,0.9,5986,,,Transit
Kepler-300 c,0.23162,0.0169862,0.200732,,40.714955,,,2014,Kepler-300,,0.9,5986,,,Transit
Kepler-301 b,0.0361317,0.00829825,0.120439,,2.508553,,,2014,Kepler-301,,0.9,5815,,,Transit
Kepler-301 c,0.0603792,0.00829825,0.120439,,5.419026,,,2014,Kepler-301,,0.9,5815,,,Transit
Kepler-301 d,0.112331,0.0129124,0.156125,,13.751243,,,2014,Kepler-301,,0.9,5815,,,Transit
Kepler-302 b,0.189725,0.0537981,0.362209,,30.184104,,,2014,Kepler-302,,1.22,5740,,,Transit
Kepler-302 c,0.495205,1,1.11071,,127.282184,,,2014,Kepler-302,,1.22,5740,,,Transit
Kepler-303 b,0.0304113,0.00192504,0.0794005,,1.937055,,,2014,Kepler-303,,0.485,3944,,,Transit
Kepler-303 c,0.0720317,0.00464108,0.101704,,7.061149,,,2014,Kepler-303,,0.485,3944,,,Transit
Kepler-304 b,0.0433417,0.0245625,0.255152,,3.295709,,,2014,Kepler-304,,0.687,4731,,,Transit
Kepler-304 c,0.0596111,0.0162325,0.193594,,5.315946,,,2014,Kepler-304,,0.687,4731,,,Transit
Kepler-304 d,0.0887283,0.0229193,0.245339,,9.653471,,,2014,Kepler-304,,0.687,4731,,,Transit
Kepler-304 e,0.0237976,0.00553813,0.107,,1.49914695,0,,2016,Kepler-304,0.8,0.69,4731,,0.523,Transit
Kepler-305 d,0.128062,0.0223552,0.24177,,16.738661,,,2014,Kepler-305,,0.794,5100,,,Transit
Kepler-306 b,0.0544926,0.0123086,0.135605,,4.646186,,,2014,Kepler-306,,0.719,4954,,,Transit
Kepler-306 c,0.0732442,0.0179955,0.209653,,7.240193,,,2014,Kepler-306,,0.719,4954,,,Transit
Kepler-306 d,0.131044,0.019315,0.220359,,17.326644,,,2014,Kepler-306,,0.719,4954,,,Transit
Kepler-306 e,0.247015,0.0171819,0.202516,,44.840975,,,2014,Kepler-306,,0.719,4954,,,Transit
Kepler-308 b,0.0889821,0.0157841,0.189134,,9.694928,,,2014,Kepler-308,,0.941,5895,,,Transit
Kepler-308 c,0.121047,0.0161415,0.192702,,15.38231,,,2014,Kepler-308,,0.941,5895,,,Transit
Kepler-309 b,0.0640717,0.0116666,0.139174,,5.923653,,,2014,Kepler-309,,0.721,4713,,,Transit
Kepler-309 c,0.436563,0.019783,0.223927,,105.356383,,,2014,Kepler-309,,0.721,4713,,,Transit
Kepler-31 b,0.158038,0.0606674,0.383278,,20.8613,0,,2011,Kepler-31,1.21,1.22,6340,,-0.076,Transit
Kepler-31 c,0.254502,0.0577969,0.374365,,42.6318,0,,2011,Kepler-31,1.21,1.22,6340,,-0.076,Transit
Kepler-31 d,0.386163,0.0685925,0.406816,,87.648901,,,2014,Kepler-31,,1.306,6034,,,Transit
Kepler-310 b,0.113307,0.00538981,0.106165,,13.930698,,,2014,Kepler-310,,0.876,5797,,,Transit
Kepler-310 c,0.28808,0.0344212,0.301543,,56.47542,,,2014,Kepler-310,,0.876,5797,,,Transit
Kepler-310 d,0.401368,0.019315,0.220359,,92.876125,,,2014,Kepler-310,,0.876,5797,,,Transit
Kepler-311 b,0.0857785,0.012573,0.151664,,9.176092,,,2014,Kepler-311,,1.188,5905,,,Transit
Kepler-311 c,0.142937,0.0100631,0.127576,,19.738286,,,2014,Kepler-311,,1.188,5905,,,Transit
Kepler-312 b,0.0286627,0.00711292,0.115086,,1.772419,,,2014,Kepler-312,,1.467,6115,,,Transit
Kepler-312 c,0.142982,0.0296032,0.281024,,19.747412,,,2014,Kepler-312,,1.467,6115,,,Transit
Kepler-313 b,0.118876,0.0200225,0.225711,,14.970418,,,2014,Kepler-313,,1.536,5727,,,Transit
Kepler-313 c,0.198382,0.0205131,0.22928,,32.273273,,,2014,Kepler-313,,1.536,5727,,,Transit
Kepler-314 b,0.0356743,0.00150361,0.0740476,,2.461069,,,2014,Kepler-314,,0.95,5378,,,Transit
Kepler-314 c,0.0643363,0.025195,0.258721,,5.960392,,,2014,Kepler-314,,0.95,5378,,,Transit
Kepler-315 b,0.410606,0.0445124,0.336337,,96.101141,,,2014,Kepler-315,,1.037,5796,,,Transit
Kepler-315 c,0.808381,0.056492,0.370238,,265.469335,,,2014,Kepler-315,,1.037,5796,,,Transit
Kepler-316 b,0.0335097,0.00359062,0.0945669,,2.240508,,,2014,Kepler-316,,0.52,4204,,,Transit
Kepler-316 c,0.0704356,0.00493175,0.103488,,6.827766,,,2014,Kepler-316,,0.52,4204,,,Transit
Kepler-317 b,0.0611582,0.0155228,0.186457,,5.524242,,,2014,Kepler-317,,0.941,5497,,,Transit
Kepler-317 c,0.0832604,0.0127076,0.153448,,8.77501,,,2014,Kepler-317,,0.941,5497,,,Transit
Kepler-318 b,0.0546218,0.0733215,0.420198,,4.662715,,,2014,Kepler-318,,1.189,5746,,,Transit
Kepler-318 c,0.101523,0.0419521,0.328308,,11.815007,,,2014,Kepler-318,,1.189,5746,,,Transit
Kepler-319 b,0.0522529,0.0121124,0.145419,,4.362705,,,2014,Kepler-319,,0.903,5526,,,Transit
Kepler-319 c,0.0712147,0.0212781,0.234633,,6.941357,,,2014,Kepler-319,,0.903,5526,,,Transit
Kepler-319 d,0.196363,0.0173806,0.2043,,31.781925,,,2014,Kepler-319,,0.903,5526,,,Transit
Kepler-32 b,0.0520435,0.0165128,0.1963,,5.90124,0,,2011,Kepler-32,0.54,0.53,3793,,-0.01,Transit
Kepler-32 c,0.0676835,0.0147699,0.1784,,8.7522,0,,2011,Kepler-32,0.54,0.53,3793,,-0.01,Transit
Kepler-32 d,0.128069,0.0221838,0.240663,,22.7802,0,,2011,Kepler-32,0.54,0.53,3793,,-0.01,Transit
Kepler-32 e,0.0323795,0.0117511,0.133702,,2.896,,,2011,Kepler-32,0.54,0.53,3793,,-0.01,Transit
Kepler-32 f,0.0130732,0.00143611,0.0730903,,0.74296,0,,2012,Kepler-32,0.54,0.53,3793,,-0.01,Transit
Kepler-320 b,0.0806883,0.00464108,0.101704,,8.371554,,,2014,Kepler-320,,1.108,6435,,,Transit
Kepler-320 c,0.134093,0.00871939,0.122223,,17.934937,,,2014,Kepler-320,,1.108,6435,,,Transit
Kepler-321 b,0.0565776,0.0130508,0.157909,,4.915379,,,2014,Kepler-321,,1.194,5740,,,Transit
Kepler-321 c,0.108723,0.0176845,0.206977,,13.093921,,,2014,Kepler-321,,1.194,5740,,,Transit
Kepler-322 b,0.0273702,0.00302153,0.0901062,,1.653888,,,2014,Kepler-322,,0.89,5388,,,Transit
Kepler-322 c,0.0520493,0.0123736,0.148987,,4.337234,,,2014,Kepler-322,,0.89,5388,,,Transit
Kepler-323 b,0.0276391,0.0100631,0.127576,,1.678327,,,2014,Kepler-323,,1.178,5987,,,Transit
Kepler-323 c,0.0455761,0.0121124,0.145419,,3.553822,,,2014,Kepler-323,,1.178,5987,,,Transit
Kepler-324 b,0.0524333,0.00464108,0.101704,,4.385315,,,2014,Kepler-324,,0.84,5194,,,Transit
Kepler-324 c,0.271972,0.0296032,0.281024,,51.805612,,,2014,Kepler-324,,0.84,5194,,,Transit
Kepler-325 b,0.0536941,0.0253561,0.259613,,4.544439,,,2014,Kepler-325,,1.003,5752,,,Transit
Kepler-325 c,0.106878,0.0201438,0.226604,,12.762172,,,2014,Kepler-325,,1.003,5752,,,Transit
Kepler-325 d,0.223972,0.0235009,0.248907,,38.715185,,,2014,Kepler-325,,1.003,5752,,,Transit
Kepler-326 b,0.0335877,0.0123086,0.135605,,2.248329,,,2014,Kepler-326,,0.801,5105,,,Transit
Kepler-326 c,0.0539767,0.00937625,0.1249,,4.580358,,,2014,Kepler-326,,0.801,5105,,,Transit
Kepler-326 d,0.0700163,0.0057099,0.107949,,6.766888,,,2014,Kepler-326,,0.801,5105,,,Transit
Kepler-327 b,0.0365246,0.00422638,0.0990276,,2.549575,,,2014,Kepler-327,,0.492,3799,,,Transit
Kepler-327 c,0.0588339,0.00324127,0.0918904,,5.212333,,,2014,Kepler-327,,0.492,3799,,,Transit
Kepler-327 d,0.113517,0.0127755,0.15434,,13.969457,,,2014,Kepler-327,,0.492,3799,,,Transit
Kepler-329 b,0.0744278,0.00937625,0.1249,,7.416397,,,2014,Kepler-329,,0.523,4257,,,Transit
Kepler-329 c,0.137805,0.0142208,0.172183,,18.684737,,,2014,Kepler-329,,0.523,4257,,,Transit
Kepler-33 b,0.0677431,0.0128331,0.155094,,5.66793,0,86.39,2011,Kepler-33,1.291,1.82,5904,0.3,,Transit
Kepler-33 c,0.118876,0.0305282,0.28523,9.91915,13.17562,0,88.19,2011,Kepler-33,1.291,1.82,5904,0.3,,Transit
Kepler-33 d,0.166175,0.095206,0.477,,21.77596,0,88.71,2011,Kepler-33,1.291,1.82,5904,0.3,,Transit
Kepler-33 e,0.213825,0.0525296,0.358929,6.67399,31.7844,0,88.94,2011,Kepler-33,1.291,1.82,5904,0.3,,Transit
Kepler-33 f,0.253499,0.0654095,0.39754,5.34815,41.02902,0,89.17,2011,Kepler-33,1.291,1.82,5904,0.3,,Transit
Kepler-330 b,0.0799685,0.00829825,0.120439,,8.25978,,,2014,Kepler-330,,0.722,5117,,,Transit
Kepler-330 c,0.124035,0.0143757,0.173967,,15.955387,,,2014,Kepler-330,,0.722,5117,,,Transit
Kepler-331 b,0.0812396,0.013404,0.16237,,8.457496,,,2014,Kepler-331,,0.492,4347,,,Transit
Kepler-331 c,0.130814,0.0135483,0.164154,,17.28111,,,2014,Kepler-331,,0.492,4347,,,Transit
Kepler-331 d,0.197812,0.0121773,0.146311,,32.134328,,,2014,Kepler-331,,0.492,4347,,,Transit
Kepler-332 b,0.0758257,0.00508144,0.10438,,7.626324,,,2014,Kepler-332,,0.72,4955,,,Transit
Kepler-332 c,0.124244,0.00396389,0.0972433,,15.995622,,,2014,Kepler-332,,0.72,4955,,,Transit
Kepler-332 d,0.206247,0.00523423,0.105273,,34.21154,,,2014,Kepler-332,,0.72,4955,,,Transit
Kepler-333 b,0.105697,0.00769114,0.117763,,12.551158,,,2014,Kepler-333,,0.534,4259,,,Transit
Kepler-333 c,0.163234,0.00422638,0.0990276,,24.08821,,,2014,Kepler-333,,0.534,4259,,,Transit
Kepler-334 b,0.0607596,0.00436179,0.0999197,,5.470319,,,2014,Kepler-334,,1.068,5828,,,Transit
Kepler-334 c,0.106855,0.0100631,0.127576,,12.758005,,,2014,Kepler-334,,1.068,5828,,,Transit
Kepler-334 d,0.167766,0.00960182,0.125792,,25.09849,,,2014,Kepler-334,,1.068,5828,,,Transit
Kepler-335 b,0.0685981,0.0346488,0.302436,,6.562331,,,2014,Kepler-335,,1.854,5877,,,Transit
Kepler-335 c,0.325549,0.0281036,0.273887,,67.844469,,,2014,Kepler-335,,1.854,5877,,,Transit
Kepler-336 b,0.0313231,0.00313003,0.0909983,,2.024823,,,2014,Kepler-336,,1.304,5867,,,Transit
Kepler-336 c,0.0884004,0.0156092,0.187349,,9.600001,,,2014,Kepler-336,,1.304,5867,,,Transit
Kepler-336 d,0.147443,0.0182069,0.211437,,20.678772,,,2014,Kepler-336,,1.304,5867,,,Transit
Kepler-337 b,0.043316,0.0115417,0.13739,,3.292781,,,2014,Kepler-337,,1.761,5684,,,Transit
Kepler-337 c,0.0889716,0.0151834,0.182889,,9.693201,,,2014,Kepler-337,,1.761,5684,,,Transit
Kepler-338 b,0.112199,0.0189734,0.217682,,13.726976,,,2014,Kepler-338,,1.735,5923,,,Transit
Kepler-338 c,0.164238,0.0178911,0.208761,,24.310856,,,2014,Kepler-338,,1.735,5923,,,Transit
Kepler-338 d,0.245507,0.0268614,0.267642,,44.431014,,,2014,Kepler-338,,1.735,5923,,,Transit
Kepler-339 b,0.0570545,0.00983076,0.126684,,4.977656,,,2014,Kepler-339,,0.802,5631,,,Transit
Kepler-339 c,0.0715337,0.00478497,0.102596,,6.988055,,,2014,Kepler-339,,0.802,5631,,,Transit
Kepler-339 d,0.0941898,0.00508144,0.10438,,10.558345,,,2014,Kepler-339,,0.802,5631,,,Transit
Kepler-34 b,0.86856,0.220004,0.764,0.613,288.822,0.182,89.645,2012,Kepler-34,1.0479,1.1618,,,,Transit
Kepler-340 b,0.118208,0.0200225,0.225711,,14.844387,,,2014,Kepler-340,,1.85,6620,,,Transit
Kepler-340 c,0.157474,0.0341953,0.300651,,22.824669,,,2014,Kepler-340,,1.85,6620,,,Transit
Kepler-341 b,0.0587074,0.00523423,0.105273,,5.195528,,,2014,Kepler-341,,1.024,6012,,,Transit
Kepler-341 c,0.0783507,0.012573,0.151664,,8.01041,,,2014,Kepler-341,,1.024,6012,,,Transit
Kepler-341 d,0.179022,0.0136211,0.165046,,27.666313,,,2014,Kepler-341,,1.024,6012,,,Transit
Kepler-341 e,0.238241,0.014692,0.177536,,42.473269,,,2014,Kepler-341,,1.024,6012,,,Transit
Kepler-342 b,0.119932,0.0169862,0.200732,,15.170318,,,2014,Kepler-342,,1.472,6175,,,Transit
Kepler-342 c,0.17279,0.014454,0.174859,,26.234138,,,2014,Kepler-342,,1.472,6175,,,Transit
Kepler-342 d,0.226833,0.0195472,0.222143,,39.459357,,,2014,Kepler-342,,1.472,6175,,,Transit
Kepler-342 e,0.0283971,0.00189081,0.079,,1.64422461,0,,2016,Kepler-342,1.13,1.47,6175,,-0.053,Transit
Kepler-343 b,0.0844802,0.0186399,0.215006,,8.96855,,,2014,Kepler-343,,1.433,5807,,,Transit
Kepler-343 c,0.159296,0.0149351,0.180212,,23.22182,,,2014,Kepler-343,,1.433,5807,,,Transit
Kepler-344 b,0.15349,0.0210192,0.232849,,21.963945,,,2014,Kepler-344,,0.976,5774,,,Transit
Kepler-344 c,0.490824,0.0260126,0.263181,,125.596809,,,2014,Kepler-344,,0.976,5774,,,Transit
Kepler-345 b,0.0744222,0.00100422,0.0660184,,7.415563,,,2014,Kepler-345,,0.623,4504,,,Transit
Kepler-345 c,0.0870905,0.00554835,0.107057,,9.387427,,,2014,Kepler-345,,0.623,4504,,,Transit
Kepler-346 b,0.0682408,0.0216742,0.237309,,6.511127,,,2014,Kepler-346,,1.021,6033,,,Transit
Kepler-346 c,0.162163,0.0281036,0.273887,,23.851549,,,2014,Kepler-346,,1.021,6033,,,Transit
Kepler-347 b,0.10708,0.0145328,0.175752,,12.79836,,,2014,Kepler-347,,1.005,6088,,,Transit
Kepler-347 c,0.177529,0.0129124,0.156125,,27.320871,,,2014,Kepler-347,,1.005,6088,,,Transit
Kepler-348 b,0.0720019,0.0123086,0.135605,,7.05677,,,2014,Kepler-348,,1.359,6177,,,Transit
Kepler-348 c,0.130735,0.00789025,0.118655,,17.265427,,,2014,Kepler-348,,1.359,6177,,,Transit
Kepler-349 b,0.0641159,0.0139923,0.169507,,5.929778,,,2014,Kepler-349,,0.927,5956,,,Transit
Kepler-349 c,0.103986,0.014454,0.174859,,12.247629,,,2014,Kepler-349,,0.927,5956,,,Transit
Kepler-35 b,0.48628,0.127011,0.728,0.41,131.458,0.042,89.24,2012,Kepler-35,0.8877,1.0284,,,,Transit
Kepler-350 b,0.0979073,0.0136211,0.165046,,11.189562,,,2014,Kepler-350,,1.534,6186,,,Transit
Kepler-351 b,0.217522,0.0279223,0.272995,,37.054919,,,2014,Kepler-351,,0.854,5643,,,Transit
Kepler-351 c,0.290701,0.0303861,0.284593,,57.24809,,,2014,Kepler-351,,0.854,5643,,,Transit
Kepler-351 d,0.513692,0.0225477,0.243,,142.544247,0,,2016,Kepler-351,0.89,0.85,5643,,-0.134,Transit
Kepler-352 b,0.0911742,0.00170474,0.0767241,,10.05537,,,2014,Kepler-352,,0.781,5212,,,Transit
Kepler-352 c,0.125984,0.00621274,0.110625,,16.332995,,,2014,Kepler-352,,0.781,5212,,,Transit
Kepler-353 b,0.0631426,0.00192504,0.0794005,,5.795278,,,2014,Kepler-353,,0.504,3903,,,Transit
Kepler-353 c,0.0809409,0.00893492,0.123115,,8.410894,,,2014,Kepler-353,,0.504,3903,,,Transit
Kepler-354 b,0.0608066,0.0135483,0.164154,,5.47666,,,2014,Kepler-354,,0.674,4648,,,Transit
Kepler-354 c,0.129058,0.00749504,0.11687,,16.934402,,,2014,Kepler-354,,0.674,4648,,,Transit
Kepler-354 d,0.163783,0.00621274,0.110625,,24.209842,,,2014,Kepler-354,,0.674,4648,,,Transit
Kepler-355 b,0.0969854,0.0107805,0.130252,,11.03189,,,2014,Kepler-355,,1.066,6184,,,Transit
Kepler-355 c,0.170712,0.0223552,0.24177,,25.762294,,,2014,Kepler-355,,1.066,6184,,,Transit
Kepler-356 b,0.0542304,0.0117295,0.140066,,4.612696,,,2014,Kepler-356,,1.335,6133,,,Transit
Kepler-356 c,0.108876,0.0133325,0.161477,,13.121632,,,2014,Kepler-356,,1.335,6133,,,Transit
Kepler-357 b,0.0679912,0.0135483,0.164154,,6.475434,,,2014,Kepler-357,,0.834,5036,,,Transit
Kepler-357 c,0.128672,0.0218083,0.238201,,16.85837,,,2014,Kepler-357,,0.834,5036,,,Transit
Kepler-357 d,0.263841,0.0355742,0.306004,,49.499875,,,2014,Kepler-357,,0.834,5036,,,Transit
Kepler-358 b,0.20564,0.0224946,0.242662,,34.060467,,,2014,Kepler-358,,0.954,5908,,,Transit
Kepler-358 c,0.373844,0.0244074,0.25426,,83.488369,,,2014,Kepler-358,,0.954,5908,,,Transit
Kepler-359 b,0.169831,0.0380002,0.314926,,25.563222,,,2014,Kepler-359,,1.086,6248,,,Transit
Kepler-359 c,0.292189,0.0607789,0.38362,,57.68802,,,2014,Kepler-359,,1.086,6248,,,Transit
Kepler-359 d,0.354508,0.0520795,0.357748,,77.095691,,,2014,Kepler-359,,1.086,6248,,,Transit
Kepler-36 b,0.115423,0.0140379,0.132454,7.46,13.83989,0,89.52,2011,Kepler-36,1.071,1.626,5911,0.3508,,Transit
